DATE;DESCRIPTION;VALUE
26/08/2016;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.20
26/08/2016;PURCHASE CARD 1234XXXXXXXX5678 DECATHLON ;-9.98
26/08/2016;PURCHASE CARD 1234XXXXXXXX5678 TIGER STORE ;-11.00
26/08/2016;REFUND TAR.1234XXXXXXXX5678 03.08 DECATHLON;12.99
29/08/2016;ATM 1234XXXXXXXX5678 01.02;-50.00
29/08/2016;DEBIT PAYMENTS FINANCIAL AGENT;-27.83
29/08/2016;ELECTRIC COMPANY ;-68.72
29/08/2016;PURCHASE CARD 1234XXXXXXXX5678 0080-MARKET MARIN;-19.72
29/08/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-4.53
29/08/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-18.22
29/08/2016;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-19.84
29/08/2016;PURCHASE CARD 1234XXXXXXXX5678 THEME PARK;-23.40
29/08/2016;REFUND 1234XXXXXXXX5678 05.07 INSURANCE RENT A CAR;48.30
29/08/2016;REFUND TAR.1234XXXXXXXX5678 29.08 RENT A CAR;162.45
30/08/2016;ATM 1234XXXXXXXX5678 01.02;-200.00
30/08/2016;COMMISSIONS;-1.87
30/08/2016;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-53.00
30/08/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-54.44
30/08/2016;PURCHASE CARD 1234XXXXXXXX5678 NETFLIX;-9.99
30/08/2016;PURCHASE CARD 1234XXXXXXXX5678 RENT A CAR;-26.00
30/08/2016;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT;-37.98
31/08/2016;INSURANCE;-267.03
31/08/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-35.71
31/08/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-11.91
01/09/2016;DEBIT PAYMENTS INSURANCE COMPANY;-32.96
01/09/2016;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT MARIN;-34.90
01/09/2016;PURCHASE CARD 1234XXXXXXXX5678 THEME PARK;-50.00
05/09/2016;COMMUNITY OF OWNERS;-63.65
05/09/2016;ELECTRIC COMPANY ;-32.09
05/09/2016;HOME LOAN;-19.27
05/09/2016;PURCHASE CARD 1234XXXXXXXX5678 16.03 PARKING COMPANY;-6.30
05/09/2016;PURCHASE CARD 1234XXXXXXXX5678 16.03 PARKING COMPANY;-2.95
05/09/2016;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-15.59
05/09/2016;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-38.40
05/09/2016;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT MARIN;-13.80
05/09/2016;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT MARIN;-25.40
05/09/2016;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT MARIN;-24.12
06/09/2016;CANCEL PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;49.80
06/09/2016;CANCEL PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;49.80
06/09/2016;INTEREST SETTLEMENT;5.32
06/09/2016;PHONE COMPANY;-15.94
06/09/2016;PURCHASE CARD 1234XXXXXXXX5678 16.03 PARKING COMPANY;-7.25
06/09/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-49.80
06/09/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-49.80
06/09/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-49.80
06/09/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-18.48
06/09/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-107.46
06/09/2016;PURCHASE CARD 1234XXXXXXXX5678 TOY SHOP;-18.95
06/09/2016;REFUND TAR.1234XXXXXXXX5678 06.09 THEME PARK;50.00
06/09/2016;TRANSFER;40.00
07/09/2016;ATM 1234XXXXXXXX5678 01.02;-100.00
07/09/2016;INSURANCE;-9.29
07/09/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-34.27
07/09/2016;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-4.77
08/09/2016;PURCHASE CARD 1234XXXXXXXX5678 06.09 HIGHWAY COMPANY;-3.35
08/09/2016;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-52.57
08/09/2016;PURCHASE CARD 1234XXXXXXXX5678 HARDWARE STORE;-18.80
08/09/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-9.60
08/09/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-3.96
09/09/2016;PURCHASE CARD 1234XXXXXXXX5678 INTERNET HOSTING COMPANY;-24.19
09/09/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-12.66
09/09/2016;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT;-14.00
12/09/2016;ATM 1234XXXXXXXX5678 01.02;-50.00
12/09/2016;ATM 1234XXXXXXXX5678 01.02;-40.00
12/09/2016;INSURANCE;-224.67
12/09/2016;PURCHASE CARD 1234XXXXXXXX5678 SHOPPING CENTER;-20.00
12/09/2016;TRANSFER;-220.00
13/09/2016;ATM 1234XXXXXXXX5678 01.02;-20.00
13/09/2016;ATM 1234XXXXXXXX5678 01.02;-100.00
13/09/2016;PURCHASE CARD 1234XXXXXXXX5678 04.09 PARKING COMPANY;-4.05
13/09/2016;PURCHASE CARD 1234XXXXXXXX5678 BAZAAR;-16.95
13/09/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-4.16
13/09/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-67.46
13/09/2016;TRANSFER;4,981.80
14/09/2016;PHONE COMPANY;-71.36
14/09/2016;PURCHASE CARD 1234XXXXXXXX5678 ACADEMY;-30.00
14/09/2016;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
14/09/2016;TRANSFER;-4,980.00
14/09/2016;TRANSFER;1,000.00
15/09/2016;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-7.00
15/09/2016;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-9.30
15/09/2016;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-40.38
16/09/2016;DEBIT PAYMENTS WATER COMPANY;-66.31
16/09/2016;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-8.40
16/09/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-71.04
19/09/2016;ATM 1234XXXXXXXX5678 01.02;-140.00
19/09/2016;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-18.99
21/09/2016;PURCHASE CARD 1234XXXXXXXX5678 17.09 HIGHWAY COMPANY;-3.35
21/09/2016;PURCHASE CARD 1234XXXXXXXX5678 18.09 HIGHWAY COMPANY;-3.35
21/09/2016;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-15.95
21/09/2016;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-38.85
21/09/2016;PURCHASE CARD 1234XXXXXXXX5678 MAKRO ;-33.08
21/09/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-37.93
21/09/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-13.01
21/09/2016;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-58.95
21/09/2016;PURCHASE CARD 1234XXXXXXXX5678 TOY SHOP;-10.95
22/09/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-21.24
22/09/2016;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-29.78
23/09/2016;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT MARIN;-14.00
26/09/2016;ATM 1234XXXXXXXX5678 01.02;-60.00
26/09/2016;ATM 1234XXXXXXXX5678 01.02;-40.00
26/09/2016;PURCHASE CARD 1234XXXXXXXX5678 BOOKSHOP;-60.00
26/09/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-9.12
26/09/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-8.75
26/09/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-8.03
26/09/2016;PURCHASE CARD 1234XXXXXXXX5678 SHOPPING CENTER;-11.98
27/09/2016;ELECTRIC COMPANY ;-60.54
28/09/2016;PURCHASE CARD 1234XXXXXXXX5678 HEALTH;-23.90
28/09/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-20.90
29/09/2016;DEBIT PAYMENTS FINANCIAL AGENT;-27.83
29/09/2016;PURCHASE CARD 1234XXXXXXXX5678 PRIMARK;-43.50
29/09/2016;PURCHASE CARD 1234XXXXXXXX5678 PRIMARK;-24.00
29/09/2016;PURCHASE CARD 1234XXXXXXXX5678 SCRAPY;-14.19
29/09/2016;PURCHASE CARD 1234XXXXXXXX5678 SHOPPING CENTER;-9.25
30/09/2016;ATM 1234XXXXXXXX5678 01.02;-80.00
30/09/2016;INSURANCE;-267.03
30/09/2016;PURCHASE CARD 1234XXXXXXXX5678 0080-MARKET MARIN;-7.31
30/09/2016;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-3.50
30/09/2016;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
30/09/2016;PURCHASE CARD 1234XXXXXXXX5678 NETFLIX;-9.99
30/09/2016;PURCHASE CARD 1234XXXXXXXX5678 PETROPRIX ;-37.95
30/09/2016;PURCHASE CARD 1234XXXXXXXX5678 VORWERK;-5.60
30/09/2016;TRANSFER;2,500.00
03/10/2016;DEBIT PAYMENTS INSURANCE COMPANY;-32.96
03/10/2016;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-35.00
03/10/2016;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-53.42
03/10/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-11.56
03/10/2016;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT MARIN;-22.78
03/10/2016;SCHOOL CANTEEN;-70.55
03/10/2016;SCHOOL CANTEEN;-70.55
04/10/2016;PAYROLL;922.25
04/10/2016;PHONE COMPANY;-30.35
04/10/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-269.03
04/10/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-74.88
04/10/2016;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-7.65
04/10/2016;TRANSFER;-920.00
05/10/2016;CANCEL SCHOOL CANTEEN;70.55
05/10/2016;COMMUNITY OF OWNERS;-74.25
05/10/2016;HOME LOAN;-19.27
05/10/2016;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-7.00
06/10/2016;ATM 1234XXXXXXXX5678 01.02;-40.00
06/10/2016;INSURANCE;-9.29
06/10/2016;INTEREST SETTLEMENT;4.37
06/10/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-18.13
06/10/2016;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT;-14.00
07/10/2016;ATM 1234XXXXXXXX5678 01.02;-250.00
07/10/2016;PURCHASE CARD 1234XXXXXXXX5678 ACADEMY;-82.15
10/10/2016;ATM 1234XXXXXXXX5678 01.02;-170.00
10/10/2016;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
10/10/2016;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-39.29
10/10/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-18.98
10/10/2016;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-4.77
10/10/2016;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-7.15
11/10/2016;DEBIT PAYMENTS PAYPAL;-24.19
11/10/2016;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
11/10/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-22.64
13/10/2016;ATM 1234XXXXXXXX5678 01.02;-40.00
13/10/2016;ATM 1234XXXXXXXX5678 01.02;-40.00
13/10/2016;ELECTRIC COMPANY ;-43.17
13/10/2016;PHONE COMPANY;-72.58
13/10/2016;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-7.00
13/10/2016;PURCHASE CARD 1234XXXXXXXX5678 PRIMARK;-68.20
13/10/2016;PURCHASE CARD 1234XXXXXXXX5678 SHOP;-19.00
13/10/2016;TRANSFER;-4,980.00
13/10/2016;TRANSFER;-200.00
13/10/2016;TRANSFER;4,981.80
13/10/2016;TRANSFER;200.00
14/10/2016;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-7.00
14/10/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-16.96
14/10/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-4.60
14/10/2016;TRANSFER;2,800.00
17/10/2016;ATM 1234XXXXXXXX5678 01.02;-40.00
17/10/2016;ATM 1234XXXXXXXX5678 01.02;-70.00
17/10/2016;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-27.83
17/10/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-6.23
17/10/2016;PURCHASE CARD 1234XXXXXXXX5678 TOYS SHOP;-16.98
18/10/2016;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
18/10/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-21.04
19/10/2016;ATM 1234XXXXXXXX5678 01.02;-40.00
19/10/2016;DEBIT PAYMENTS PAYPAL;-63.65
19/10/2016;PURCHASE CARD 1234XXXXXXXX5678 THEME PARK;-30.80
20/10/2016;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-4.90
20/10/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-65.02
20/10/2016;TAXES;-2,525.97
20/10/2016;TRANSFER;-204.00
21/10/2016;ATM 1234XXXXXXXX5678 01.02;-50.00
21/10/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-9.56
21/10/2016;PURCHASE CARD 1234XXXXXXXX5678 TIGER STORE ;-7.05
24/10/2016;ATM 1234XXXXXXXX5678 01.02;-50.00
24/10/2016;ATM 1234XXXXXXXX5678 01.02;-50.00
24/10/2016;PURCHASE CARD 1234XXXXXXXX5678 0520-MARKET LOPEZ;-40.07
24/10/2016;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-16.99
24/10/2016;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-14.87
24/10/2016;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-1.00
24/10/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-3.50
24/10/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-14.13
24/10/2016;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT JOGESHWAR;-18.60
24/10/2016;TRANSFER;-22.00
24/10/2016;TRANSFER;500.00
25/10/2016;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-39.33
25/10/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-8.55
26/10/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-16.14
26/10/2016;PURCHASE CARD 1234XXXXXXXX5678 TOY SHOP;-28.98
27/10/2016;HIDRAQUA ;-66.08
27/10/2016;ATM 1234XXXXXXXX5678 01.02;-50.00
27/10/2016;DEBIT PAYMENTS FINANCIAL AGENT;-27.83
27/10/2016;DEBIT PAYMENTS MAMAMUSICA;-75.00
27/10/2016;ELECTRIC COMPANY ;-41.56
27/10/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-9.48
27/10/2016;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-9.75
27/10/2016;PURCHASE CARD 1234XXXXXXXX5678 SOLA MOVIL;-297.72
27/10/2016;TRANSFER;40.00
27/10/2016;TRANSFER;3,000.00
28/10/2016;ATM 1234XXXXXXXX5678 01.02;-40.00
28/10/2016;TRANSFER;-15.00
31/10/2016;CANCEL PURCHASE CARD 1234XXXXXXXX5678 11.09 AMAZON;1.00
31/10/2016;INSURANCE;-267.03
31/10/2016;PURCHASE CARD 1234XXXXXXXX5678 DECATHLON ;-3.00
31/10/2016;PURCHASE CARD 1234XXXXXXXX5678 DECATHLON ;-29.00
31/10/2016;PURCHASE CARD 1234XXXXXXXX5678 DECATHLON ;-132.91
31/10/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-13.90
31/10/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-120.04
31/10/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-13.11
31/10/2016;PURCHASE CARD 1234XXXXXXXX5678 NETFLIX;-9.99
31/10/2016;PURCHASE CARD 1234XXXXXXXX5678 PRIMARK;-93.15
31/10/2016;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT MARIN;-57.50
31/10/2016;SCHOOL CANTEEN;-83.00
01/11/2016;DEBIT PAYMENTS FITNESS COMPANY;-89.70
01/11/2016;PAYROLL;300.90
02/11/2016;ATM 1234XXXXXXXX5678 01.02;-60.00
02/11/2016;DEBIT PAYMENTS INSURANCE COMPANY;-32.96
02/11/2016;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-8.99
02/11/2016;PURCHASE CARD 1234XXXXXXXX5678 BAZAAR;-4.65
02/11/2016;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-27.47
02/11/2016;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-54.75
02/11/2016;PURCHASE CARD 1234XXXXXXXX5678 HEALTH;-119.40
02/11/2016;PURCHASE CARD 1234XXXXXXXX5678 HEALTH;-477.60
02/11/2016;PURCHASE CARD 1234XXXXXXXX5678 HEALTH;-10.00
02/11/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-17.63
02/11/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-28.97
02/11/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-3.88
02/11/2016;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-7.87
03/11/2016;INCOME;1,000.00
03/11/2016;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-5.60
03/11/2016;TRANSFER;-40.00
03/11/2016;TRANSFER;-1,000.00
04/11/2016;ATM 1234XXXXXXXX5678 01.02;-40.00
04/11/2016;PHONE COMPANY;-14.00
04/11/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-27.92
04/11/2016;TRANSFER;300.00
07/11/2016;ATM 1234XXXXXXXX5678 01.02;-140.00
07/11/2016;BANKING COMMISSION;-1.78
07/11/2016;HOME LOAN;-19.27
07/11/2016;PURCHASE CARD 1234XXXXXXXX5678 ACADEMY;-82.15
07/11/2016;PURCHASE CARD 1234XXXXXXXX5678 ALIEXPRESS;-39.88
07/11/2016;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-59.44
07/11/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-11.95
07/11/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-9.70
07/11/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-51.85
07/11/2016;PURCHASE CARD 1234XXXXXXXX5678 TIGER STORE ;-6.00
08/11/2016;INSURANCE;-9.29
08/11/2016;INTEREST SETTLEMENT;4.56
09/11/2016;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-29.73
09/11/2016;PURCHASE CARD 1234XXXXXXXX5678 INTERNET HOSTING COMPANY;-24.19
09/11/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-26.37
10/11/2016;PURCHASE CARD 1234XXXXXXXX5678 05.11 HIGHWAY COMPANY;-13.60
10/11/2016;PURCHASE CARD 1234XXXXXXXX5678 05.11 HIGHWAY COMPANY;-13.60
11/11/2016;DEBIT PAYMENTS MAMAMUSICA;-45.00
11/11/2016;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-7.00
11/11/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-17.12
11/11/2016;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-48.82
14/11/2016;ATM 1234XXXXXXXX5678 01.02;-100.00
14/11/2016;ATM 1234XXXXXXXX5678 01.02;-50.00
14/11/2016;COMMISSIONS;-1.87
14/11/2016;PHONE COMPANY;-73.24
14/11/2016;PURCHASE CARD 1234XXXXXXXX5678 ALDI;-10.35
14/11/2016;PURCHASE CARD 1234XXXXXXXX5678 ALIEXPRESS;-41.97
14/11/2016;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-52.71
14/11/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-22.52
14/11/2016;PURCHASE CARD 1234XXXXXXXX5678 SHOPPING CENTER;-15.00
14/11/2016;PURCHASE CARD 1234XXXXXXXX5678 VORWERK;-5.60
15/11/2016;PURCHASE CARD 1234XXXXXXXX5678 ALE-HOP;-12.60
15/11/2016;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-7.70
15/11/2016;TRANSFER;-5,240.00
15/11/2016;TRANSFER;5,244.00
16/11/2016;ELECTRIC COMPANY ;-41.25
16/11/2016;PURCHASE CARD 1234XXXXXXXX5678 11.11 HIGHWAY COMPANY;-3.35
16/11/2016;PURCHASE CARD 1234XXXXXXXX5678 12.11 HIGHWAY COMPANY;-3.35
16/11/2016;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-30.27
16/11/2016;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-38.72
16/11/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-8.70
17/11/2016;PURCHASE CARD 1234XXXXXXXX5678 14.11 HIGHWAY COMPANY;-3.35
17/11/2016;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-48.61
17/11/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-41.15
17/11/2016;TRANSFER;470.00
18/11/2016;DEBIT PAYMENTS WATER COMPANY;-66.31
18/11/2016;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-7.00
18/11/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-5.91
18/11/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-31.46
21/11/2016;ATM 1234XXXXXXXX5678 01.02;-100.00
21/11/2016;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-19.95
21/11/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-3.58
21/11/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-28.14
21/11/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-7.85
21/11/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-88.97
21/11/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-3.46
21/11/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-6.40
21/11/2016;PURCHASE CARD 1234XXXXXXXX5678 SHOPPING CENTER;-6.70
22/11/2016;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-29.98
22/11/2016;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-36.93
22/11/2016;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-1.00
22/11/2016;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-1.80
22/11/2016;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-1.00
22/11/2016;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
22/11/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-28.26
23/11/2016;ATM 1234XXXXXXXX5678 01.02;-100.00
23/11/2016;PURCHASE CARD 1234XXXXXXXX5678 03.07 CLOTHES COMPANY;-27.98
23/11/2016;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-25.95
23/11/2016;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-45.00
23/11/2016;PURCHASE CARD 1234XXXXXXXX5678 LEFTIES;-49.00
23/11/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-11.26
23/11/2016;PURCHASE CARD 1234XXXXXXXX5678 PIMKIE ;-32.38
23/11/2016;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-5.50
23/11/2016;PURCHASE CARD 1234XXXXXXXX5678 SHOPPING CENTER;-10.98
23/11/2016;PURCHASE CARD 1234XXXXXXXX5678 TOYS SHOP;-17.99
24/11/2016;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.80
24/11/2016;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-8.80
24/11/2016;PURCHASE CARD 1234XXXXXXXX5678 PHARMACY;-10.48
24/11/2016;SCHOOL CANTEEN;-74.70
24/11/2016;TRANSFER;300.00
25/11/2016;ATM 1234XXXXXXXX5678 01.02;-80.00
25/11/2016;COMMISSIONS;-1.85
25/11/2016;ELECTRIC COMPANY ;-42.34
25/11/2016;PURCHASE CARD 1234XXXXXXXX5678 23.11 HIGHWAY COMPANY;-2.65
25/11/2016;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-64.29
25/11/2016;PURCHASE CARD 1234XXXXXXXX5678 BAZAAR;-37.48
25/11/2016;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-8.00
25/11/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-14.24
28/11/2016;DEBIT PAYMENTS FINANCIAL AGENT;-27.83
28/11/2016;PURCHASE CARD 1234XXXXXXXX5678 BAZAAR;-15.15
28/11/2016;PURCHASE CARD 1234XXXXXXXX5678 CLOTHES SHOP;-10.50
28/11/2016;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-6.00
28/11/2016;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-37.63
28/11/2016;PURCHASE CARD 1234XXXXXXXX5678 GAS STATION;-9.54
28/11/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET JOGESHWAR ;-15.02
28/11/2016;PURCHASE CARD 1234XXXXXXXX5678 MERCADONA ;-10.50
28/11/2016;PURCHASE CARD 1234XXXXXXXX5678 PRIMARK;-26.00
28/11/2016;PURCHASE CARD 1234XXXXXXXX5678 SIMYO;-7.00
28/11/2016;TRANSFER;700.00
29/11/2016;PAYROLL;686.80
29/11/2016;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-9.99
29/11/2016;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
29/11/2016;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT JOGESHWAR;-30.00
30/11/2016;ATM 1234XXXXXXXX5678 01.02;-100.00
30/11/2016;INSURANCE;-267.03
30/11/2016;PURCHASE CARD 1234XXXXXXXX5678 COFFEE SHOP;-2.80
30/11/2016;PURCHASE CARD 1234XXXXXXXX5678 NETFLIX;-9.99
30/11/2016;PURCHASE CARD 1234XXXXXXXX5678 RESTAURANT LOPEZ;-10.00
30/11/2016;3D PRINTER;-467.26
01/12/2016;ATM 1234XXXXXXXX5678 01.02;-40.00
01/12/2016;DEBIT PAYMENTS INSURANCE COMPANY;-32.96
01/12/2016;PURCHASE CARD 1234XXXXXXXX5678 ALDI;-0.85
01/12/2016;PURCHASE CARD 1234XXXXXXXX5678 AMAZON;-33.90
01/12/2016;PURCHASE CARD 1234XXXXXXXX5678 MARKET;-14.10
